id_transaccion,fecha,id_cliente,categoria,producto,precio_unitario,cantidad,descuento_pct,total,canal,metodo_pago,ciudad,satisfaccion,atipico_total,año,mes_num,mes,trimestre,dia_semana,es_fin_de_semana,semana_iso,importe_medio_unitario
TX-003167,2024-08-21 09:25:00,C-00136,Deportes,Set Bandas Elásticas,19.0,2,0.06,35.72,Tienda física,Efectivo,Madrid,4.2,False,2024,8,Agosto,T3,Miércoles,False,34,17.86
TX-003168,2024-08-21 09:50:00,C-00933,Libros,Manual de Python,39.0,1,0.09,35.49,Tienda física,PayPal,Barcelona,3.8,False,2024,8,Agosto,T3,Miércoles,False,34,35.49
TX-003169,2024-08-21 12:05:00,C-00574,Electrónica,Auriculares Inalámbricos,129.0,2,0.0,258.0,Online,Tarjeta,Barcelona,4.3,False,2024,8,Agosto,T3,Miércoles,False,34,129.0
TX-003170,2024-08-21 12:20:00,C-00646,Electrónica,Auriculares Inalámbricos,129.0,3,0.15,328.95,Online,PayPal,Sevilla,4.3,False,2024,8,Agosto,T3,Miércoles,False,34,109.65
TX-003171,2024-08-21 12:35:00,C-00510,Electrónica,Auriculares Inalámbricos,129.0,1,0.0,129.0,Online,Tarjeta,Zaragoza,3.2,False,2024,8,Agosto,T3,Miércoles,False,34,129.0
TX-003172,2024-08-21 13:05:00,C-01041,Hogar,Robot Aspirador,299.0,1,0.0,299.0,Online,PayPal,Madrid,2.8,False,2024,8,Agosto,T3,Miércoles,False,34,299.0
TX-003173,2024-08-21 14:35:00,C-00136,Hogar,Lámpara Inteligente,45.0,4,0.0,180.0,Online,PayPal,Valencia,3.5,False,2024,8,Agosto,T3,Miércoles,False,34,45.0
TX-003174,2024-08-21 16:05:00,C-00933,Electrónica,Portátil UltraBook 15,1099.0,4,0.0,4396.0,Online,Efectivo,Madrid,3.1,True,2024,8,Agosto,T3,Miércoles,False,34,1099.0
TX-003175,2024-08-21 17:35:00,C-01028,Ropa,Sudadera Premium,49.0,1,0.0,49.0,Online,Tarjeta,Barcelona,4.3,False,2024,8,Agosto,T3,Miércoles,False,34,49.0
TX-003176,2024-08-21 18:10:00,C-01344,Ropa,Sudadera Premium,49.0,3,0.18,120.54,Online,Tarjeta,Barcelona,4.0,False,2024,8,Agosto,T3,Miércoles,False,34,40.18
TX-003177,2024-08-21 21:05:00,C-01311,Alimentación,Chocolate Artesanal,6.0,1,0.0,6.0,Tienda física,Tarjeta,Barcelona,4.3,False,2024,8,Agosto,T3,Miércoles,False,34,6.0
TX-003178,2024-08-22 09:50:00,C-00933,Ropa,Chaqueta Impermeable,89.0,1,0.0,89.0,Online,Tarjeta,Barcelona,3.8,False,2024,8,Agosto,T3,Jueves,False,34,89.0
TX-003179,2024-08-22 10:15:00,C-00363,Electrónica,Smartwatch Active,199.0,4,0.0,796.0,Tienda física,Tarjeta,Barcelona,4.5,False,2024,8,Agosto,T3,Jueves,False,34,199.0
TX-003180,2024-08-22 10:30:00,C-00273,Electrónica,Portátil UltraBook 15,1099.0,5,0.0,5495.0,Online,Bizum,Barcelona,3.8,True,2024,8,Agosto,T3,Jueves,False,34,1099.0
TX-003181,2024-08-22 10:35:00,C-00164,Hogar,Purificador de Aire,159.0,1,0.0,159.0,Tienda física,PayPal,Málaga,3.4,False,2024,8,Agosto,T3,Jueves,False,34,159.0
TX-003182,2024-08-22 11:30:00,C-00985,Libros,Manual de Python,39.0,1,0.0,39.0,Tienda física,Tarjeta,Madrid,4.3,False,2024,8,Agosto,T3,Jueves,False,34,39.0
TX-003183,2024-08-22 12:35:00,C-01344,Electrónica,Auriculares Inalámbricos,129.0,3,0.0,387.0,Tienda física,Tarjeta,Barcelona,4.7,False,2024,8,Agosto,T3,Jueves,False,34,129.0
TX-003184,2024-08-22 14:20:00,C-01344,Hogar,Cafetera Espresso,189.0,1,0.2,151.2,Online,Tarjeta,Madrid,3.7,False,2024,8,Agosto,T3,Jueves,False,34,151.2
TX-003185,2024-08-22 15:05:00,C-00836,Hogar,Lámpara Inteligente,45.0,2,0.0,90.0,Online,PayPal,Barcelona,4.9,False,2024,8,Agosto,T3,Jueves,False,34,45.0
TX-003186,2024-08-22 15:35:00,C-00667,Electrónica,Smartphone Galaxy X,699.0,4,0.0,2796.0,Online,Efectivo,Valencia,3.3,True,2024,8,Agosto,T3,Jueves,False,34,699.0
TX-003187,2024-08-22 15:35:00,C-00933,Electrónica,Smartphone Galaxy X,699.0,1,0.0,699.0,Tienda física,Tarjeta,Madrid,3.5,False,2024,8,Agosto,T3,Jueves,False,34,699.0
TX-003188,2024-08-22 16:25:00,C-00136,Ropa,Vaqueros Slim,59.0,1,0.0,59.0,Online,PayPal,Madrid,3.9,False,2024,8,Agosto,T3,Jueves,False,34,59.0
TX-003189,2024-08-22 19:40:00,C-00933,Electrónica,Smartphone Galaxy X,699.0,2,0.0,1398.0,Online,Tarjeta,Sevilla,3.5,False,2024,8,Agosto,T3,Jueves,False,34,699.0
TX-003190,2024-08-22 20:05:00,C-01344,Hogar,Purificador de Aire,159.0,2,0.0,318.0,Tienda física,Efectivo,Madrid,4.0,False,2024,8,Agosto,T3,Jueves,False,34,159.0
TX-003191,2024-08-22 21:10:00,C-00933,Electrónica,Auriculares Inalámbricos,129.0,1,0.29,91.59,Tienda física,PayPal,Madrid,5.0,False,2024,8,Agosto,T3,Jueves,False,34,91.59
TX-003192,2024-08-23 11:15:00,C-00089,Hogar,Robot Aspirador,299.0,3,0.0,897.0,Online,Tarjeta,Valencia,4.7,False,2024,8,Agosto,T3,Viernes,False,34,299.0
TX-003193,2024-08-23 12:25:00,C-01027,Hogar,Lámpara Inteligente,45.0,2,0.0,90.0,Online,PayPal,Sevilla,3.9,False,2024,8,Agosto,T3,Viernes,False,34,45.0
TX-003194,2024-08-23 13:25:00,C-00933,Hogar,Cafetera Espresso,189.0,2,0.27,275.94,Tienda física,Efectivo,Sevilla,4.6,False,2024,8,Agosto,T3,Viernes,False,34,137.97
TX-003195,2024-08-23 13:30:00,C-01344,Libros,Biografía Histórica,25.0,2,0.0,50.0,Online,Efectivo,Madrid,3.5,False,2024,8,Agosto,T3,Viernes,False,34,25.0
TX-003196,2024-08-23 15:20:00,C-00933,Electrónica,Portátil UltraBook 15,1099.0,1,0.13,956.13,Tienda física,Tarjeta,Madrid,4.4,False,2024,8,Agosto,T3,Viernes,False,34,956.13
TX-003197,2024-08-23 16:00:00,C-00778,Deportes,Balón Profesional,39.0,2,0.0,78.0,Online,Efectivo,Madrid,4.2,False,2024,8,Agosto,T3,Viernes,False,34,39.0
TX-003198,2024-08-23 19:20:00,C-01344,Hogar,Lámpara Inteligente,45.0,2,0.0,90.0,Online,Tarjeta,Málaga,4.3,False,2024,8,Agosto,T3,Viernes,False,34,45.0
TX-003199,2024-08-23 19:40:00,C-00160,Hogar,Purificador de Aire,159.0,5,0.0,795.0,Online,Tarjeta,Madrid,2.8,False,2024,8,Agosto,T3,Viernes,False,34,159.0
TX-003200,2024-08-23 21:00:00,C-01431,Alimentación,Té Verde Premium,9.0,5,0.0,45.0,Online,PayPal,Sevilla,3.9,False,2024,8,Agosto,T3,Viernes,False,34,9.0
TX-003201,2024-08-23 21:20:00,C-01344,Alimentación,Miel Orgánica,8.0,5,0.0,40.0,Tienda física,PayPal,Barcelona,4.5,False,2024,8,Agosto,T3,Viernes,False,34,8.0
TX-003202,2024-08-24 09:25:00,C-00294,Hogar,Lámpara Inteligente,45.0,1,0.0,45.0,Online,PayPal,Barcelona,3.6,False,2024,8,Agosto,T3,Sábado,True,34,45.0
TX-003203,2024-08-24 10:40:00,C-00136,Hogar,Purificador de Aire,159.0,4,0.0,636.0,Online,Bizum,Málaga,4.3,False,2024,8,Agosto,T3,Sábado,True,34,159.0
TX-003204,2024-08-24 12:00:00,C-00161,Libros,Manual de Python,39.0,1,0.0,39.0,Tienda física,Efectivo,Madrid,2.5,False,2024,8,Agosto,T3,Sábado,True,34,39.0
TX-003205,2024-08-24 13:25:00,C-00933,Libros,Novela Bestseller,21.0,2,0.0,42.0,Online,Efectivo,Málaga,3.7,False,2024,8,Agosto,T3,Sábado,True,34,21.0
TX-003206,2024-08-24 13:30:00,C-00377,Deportes,Set Bandas Elásticas,19.0,4,0.0,76.0,Online,PayPal,Madrid,4.4,False,2024,8,Agosto,T3,Sábado,True,34,19.0
TX-003207,2024-08-24 13:55:00,C-00933,Ropa,Chaqueta Impermeable,89.0,5,0.0,445.0,Tienda física,Bizum,Valencia,3.5,False,2024,8,Agosto,T3,Sábado,True,34,89.0
TX-003208,2024-08-24 14:50:00,C-00933,Libros,Libro de Cocina,28.0,1,0.0,28.0,Tienda física,Tarjeta,Valencia,2.5,False,2024,8,Agosto,T3,Sábado,True,34,28.0
TX-003209,2024-08-24 14:55:00,C-01287,Deportes,Esterilla Yoga Pro,29.0,2,0.0,58.0,Tienda física,Tarjeta,Málaga,3.2,False,2024,8,Agosto,T3,Sábado,True,34,29.0
TX-003210,2024-08-24 15:05:00,C-00199,Hogar,Set Sartenes Antiadherentes,79.0,3,0.0,237.0,Tienda física,Tarjeta,Madrid,3.4,False,2024,8,Agosto,T3,Sábado,True,34,79.0
TX-003211,2024-08-24 16:20:00,C-01251,Ropa,Vaqueros Slim,59.0,2,0.0,118.0,Tienda física,PayPal,Valencia,4.8,False,2024,8,Agosto,T3,Sábado,True,34,59.0
TX-003212,2024-08-24 17:20:00,C-00837,Ropa,Camisa Clásica,35.0,1,0.0,35.0,Tienda física,PayPal,Madrid,4.0,False,2024,8,Agosto,T3,Sábado,True,34,35.0
TX-003213,2024-08-24 17:55:00,C-01344,Ropa,Vaqueros Slim,59.0,2,0.0,118.0,Online,Tarjeta,Bilbao,3.3,False,2024,8,Agosto,T3,Sábado,True,34,59.0
TX-003214,2024-08-24 18:00:00,C-00231,Hogar,Set Sartenes Antiadherentes,79.0,3,0.0,237.0,Tienda física,Efectivo,Madrid,3.2,False,2024,8,Agosto,T3,Sábado,True,34,79.0
TX-003215,2024-08-24 18:10:00,C-01047,Deportes,Bicicleta Estática,349.0,4,0.0,1396.0,Online,Efectivo,Sevilla,4.2,False,2024,8,Agosto,T3,Sábado,True,34,349.0
TX-003216,2024-08-24 19:00:00,C-01344,Deportes,Esterilla Yoga Pro,29.0,1,0.0,29.0,Tienda física,Tarjeta,Madrid,4.2,False,2024,8,Agosto,T3,Sábado,True,34,29.0
TX-003217,2024-08-24 19:30:00,C-01344,Electrónica,Smartwatch Active,199.0,1,0.0,199.0,Online,Tarjeta,Barcelona,4.0,False,2024,8,Agosto,T3,Sábado,True,34,199.0
TX-003218,2024-08-24 19:35:00,C-01045,Libros,Libro de Cocina,28.0,2,0.0,56.0,Tienda física,Efectivo,Bilbao,4.9,False,2024,8,Agosto,T3,Sábado,True,34,28.0
TX-003219,2024-08-24 20:15:00,C-00933,Ropa,Vaqueros Slim,59.0,1,0.18,48.38,Online,PayPal,Zaragoza,4.3,False,2024,8,Agosto,T3,Sábado,True,34,48.38
TX-003220,2024-08-24 20:15:00,C-00717,Ropa,Sudadera Premium,49.0,1,0.0,49.0,Online,Tarjeta,Zaragoza,3.0,False,2024,8,Agosto,T3,Sábado,True,34,49.0
TX-003221,2024-08-25 10:20:00,C-01043,Alimentación,Aceite de Oliva Extra,12.0,5,0.0,60.0,Online,PayPal,Madrid,4.3,False,2024,8,Agosto,T3,Domingo,True,34,12.0
TX-003222,2024-08-25 11:40:00,C-00567,Libros,Biografía Histórica,25.0,1,0.0,25.0,Online,Tarjeta,Bilbao,3.7,False,2024,8,Agosto,T3,Domingo,True,34,25.0
TX-003223,2024-08-25 12:05:00,C-01260,Alimentación,Té Verde Premium,9.0,4,0.0,36.0,Online,Efectivo,Málaga,3.0,False,2024,8,Agosto,T3,Domingo,True,34,9.0
TX-003224,2024-08-25 12:45:00,C-00077,Electrónica,"Monitor 4K 27""",249.0,2,0.0,498.0,Online,Bizum,Barcelona,4.2,False,2024,8,Agosto,T3,Domingo,True,34,249.0
TX-003225,2024-08-25 13:00:00,C-01216,Electrónica,Smartphone Galaxy X,699.0,2,0.08,1286.16,Online,PayPal,Bilbao,3.4,False,2024,8,Agosto,T3,Domingo,True,34,643.08
TX-003226,2024-08-25 14:25:00,C-00575,Libros,Manual de Python,39.0,1,0.0,39.0,Online,Tarjeta,Barcelona,3.3,False,2024,8,Agosto,T3,Domingo,True,34,39.0
TX-003227,2024-08-25 14:30:00,C-00933,Ropa,Sudadera Premium,49.0,2,0.0,98.0,Tienda física,PayPal,Barcelona,3.9,False,2024,8,Agosto,T3,Domingo,True,34,49.0
TX-003228,2024-08-25 15:10:00,C-01344,Alimentación,Miel Orgánica,8.0,1,0.19,6.48,Tienda física,Tarjeta,Valencia,3.4,False,2024,8,Agosto,T3,Domingo,True,34,6.48
TX-003229,2024-08-25 17:20:00,C-01481,Libros,Biografía Histórica,25.0,2,0.15,42.5,Online,Tarjeta,Barcelona,3.8,False,2024,8,Agosto,T3,Domingo,True,34,21.25
TX-003230,2024-08-25 18:00:00,C-00285,Libros,Libro de Cocina,28.0,1,0.0,28.0,Online,Tarjeta,Málaga,3.9,False,2024,8,Agosto,T3,Domingo,True,34,28.0
TX-003231,2024-08-25 18:30:00,C-01498,Libros,Biografía Histórica,25.0,2,0.0,50.0,Online,PayPal,Barcelona,3.5,False,2024,8,Agosto,T3,Domingo,True,34,25.0
TX-003232,2024-08-25 18:45:00,C-01428,Deportes,Set Bandas Elásticas,19.0,5,0.0,95.0,Tienda física,Tarjeta,Madrid,3.5,False,2024,8,Agosto,T3,Domingo,True,34,19.0
TX-003233,2024-08-25 19:40:00,C-01344,Libros,Libro de Cocina,28.0,1,0.29,19.88,Tienda física,Tarjeta,Madrid,4.5,False,2024,8,Agosto,T3,Domingo,True,34,19.88
TX-003234,2024-08-25 20:20:00,C-00646,Alimentación,Té Verde Premium,9.0,4,0.0,36.0,Online,Efectivo,Madrid,3.3,False,2024,8,Agosto,T3,Domingo,True,34,9.0
TX-003235,2024-08-25 20:30:00,C-01344,Hogar,Lámpara Inteligente,45.0,3,0.0,135.0,Tienda física,Tarjeta,Madrid,3.4,False,2024,8,Agosto,T3,Domingo,True,34,45.0
TX-003236,2024-08-25 21:20:00,C-01344,Electrónica,Tablet Pro 11,449.0,3,0.0,1347.0,Tienda física,Bizum,Bilbao,3.3,False,2024,8,Agosto,T3,Domingo,True,34,449.0
TX-003237,2024-08-25 21:35:00,C-01311,Electrónica,Smartphone Galaxy X,699.0,2,0.0,1398.0,Online,Tarjeta,Bilbao,4.1,False,2024,8,Agosto,T3,Domingo,True,34,699.0
TX-003238,2024-08-25 21:35:00,C-01344,Hogar,Cafetera Espresso,189.0,1,0.0,189.0,Online,Tarjeta,Bilbao,3.8,False,2024,8,Agosto,T3,Domingo,True,34,189.0
TX-003239,2024-08-25 21:55:00,C-00380,Ropa,Zapatillas Running,99.0,3,0.0,297.0,Online,Efectivo,Zaragoza,4.1,False,2024,8,Agosto,T3,Domingo,True,34,99.0
TX-003240,2024-08-26 09:35:00,C-01057,Hogar,Purificador de Aire,159.0,3,0.0,477.0,Online,Efectivo,Barcelona,4.7,False,2024,8,Agosto,T3,Lunes,False,35,159.0
TX-003241,2024-08-26 14:20:00,C-00636,Electrónica,Smartwatch Active,199.0,1,0.05,189.05,Online,PayPal,Barcelona,3.4,False,2024,8,Agosto,T3,Lunes,False,35,189.05
TX-003242,2024-08-26 14:30:00,C-00825,Alimentación,Aceite de Oliva Extra,12.0,3,0.0,36.0,Tienda física,Tarjeta,Valencia,4.8,False,2024,8,Agosto,T3,Lunes,False,35,12.0
TX-003243,2024-08-26 15:20:00,C-01344,Ropa,Zapatillas Running,99.0,1,0.0,99.0,Tienda física,PayPal,Sevilla,2.7,False,2024,8,Agosto,T3,Lunes,False,35,99.0
TX-003244,2024-08-26 15:20:00,C-01344,Libros,Biografía Histórica,25.0,1,0.0,25.0,Online,PayPal,Madrid,3.3,False,2024,8,Agosto,T3,Lunes,False,35,25.0
TX-003245,2024-08-26 16:50:00,C-00403,Ropa,Sudadera Premium,49.0,3,0.0,147.0,Online,Tarjeta,Madrid,3.5,False,2024,8,Agosto,T3,Lunes,False,35,49.0
TX-003246,2024-08-26 18:10:00,C-00584,Electrónica,"Monitor 4K 27""",249.0,1,0.0,249.0,Online,Tarjeta,Madrid,3.6,False,2024,8,Agosto,T3,Lunes,False,35,249.0
TX-003247,2024-08-26 18:25:00,C-00933,Alimentación,Miel Orgánica,8.0,5,0.0,40.0,Tienda física,PayPal,Madrid,2.8,False,2024,8,Agosto,T3,Lunes,False,35,8.0
TX-003248,2024-08-26 20:30:00,C-00045,Electrónica,Smartwatch Active,199.0,2,0.0,398.0,Tienda física,Tarjeta,Valencia,3.9,False,2024,8,Agosto,T3,Lunes,False,35,199.0
TX-003249,2024-08-26 21:10:00,C-00821,Deportes,Set Bandas Elásticas,19.0,4,0.0,76.0,Online,PayPal,Sevilla,3.9,False,2024,8,Agosto,T3,Lunes,False,35,19.0
TX-003250,2024-08-26 21:40:00,C-01260,Deportes,Esterilla Yoga Pro,29.0,4,0.0,116.0,Online,Tarjeta,Valencia,3.3,False,2024,8,Agosto,T3,Lunes,False,35,29.0
TX-003251,2024-08-27 10:25:00,C-00519,Alimentación,Chocolate Artesanal,6.0,1,0.0,6.0,Online,Tarjeta,Valencia,4.1,False,2024,8,Agosto,T3,Martes,False,35,6.0
TX-003252,2024-08-27 10:40:00,C-01344,Electrónica,Portátil UltraBook 15,1099.0,2,0.18,1802.36,Online,Tarjeta,Bilbao,3.7,True,2024,8,Agosto,T3,Martes,False,35,901.18
TX-003253,2024-08-27 11:50:00,C-00933,Electrónica,Portátil UltraBook 15,1099.0,1,0.0,1099.0,Tienda física,Tarjeta,Madrid,2.7,False,2024,8,Agosto,T3,Martes,False,35,1099.0
TX-003254,2024-08-27 12:15:00,C-01344,Electrónica,Tablet Pro 11,449.0,1,0.0,449.0,Online,Efectivo,Barcelona,3.9,False,2024,8,Agosto,T3,Martes,False,35,449.0
TX-003255,2024-08-27 12:40:00,C-01041,Alimentación,Chocolate Artesanal,6.0,2,0.0,12.0,Online,PayPal,Sevilla,4.0,False,2024,8,Agosto,T3,Martes,False,35,6.0
TX-003256,2024-08-27 13:20:00,C-00162,Deportes,Esterilla Yoga Pro,29.0,2,0.0,58.0,Online,Tarjeta,Barcelona,3.3,False,2024,8,Agosto,T3,Martes,False,35,29.0
TX-003257,2024-08-27 13:20:00,C-00840,Deportes,Mancuernas Ajustables,149.0,3,0.0,447.0,Online,Bizum,Barcelona,3.4,False,2024,8,Agosto,T3,Martes,False,35,149.0
TX-003258,2024-08-27 17:50:00,C-01311,Electrónica,Smartwatch Active,199.0,3,0.0,597.0,Online,Bizum,Barcelona,3.8,False,2024,8,Agosto,T3,Martes,False,35,199.0
TX-003259,2024-08-27 17:55:00,C-00700,Alimentación,Miel Orgánica,8.0,1,0.0,8.0,Tienda física,Tarjeta,Sevilla,4.4,False,2024,8,Agosto,T3,Martes,False,35,8.0
TX-003260,2024-08-27 18:25:00,C-00909,Deportes,Set Bandas Elásticas,19.0,2,0.0,38.0,Online,PayPal,Valencia,4.1,False,2024,8,Agosto,T3,Martes,False,35,19.0
TX-003261,2024-08-27 20:10:00,C-00933,Hogar,Set Sartenes Antiadherentes,79.0,1,0.28,56.88,Online,Bizum,Málaga,3.9,False,2024,8,Agosto,T3,Martes,False,35,56.88
TX-003262,2024-08-27 20:30:00,C-00136,Hogar,Cafetera Espresso,189.0,1,0.0,189.0,Tienda física,PayPal,Bilbao,3.4,False,2024,8,Agosto,T3,Martes,False,35,189.0
TX-003263,2024-08-27 21:45:00,C-00780,Ropa,Zapatillas Running,99.0,1,0.0,99.0,Online,Efectivo,Bilbao,3.3,False,2024,8,Agosto,T3,Martes,False,35,99.0
TX-003264,2024-08-28 10:50:00,C-01257,Electrónica,Smartwatch Active,199.0,1,0.26,147.26,Online,Efectivo,Valencia,4.2,False,2024,8,Agosto,T3,Miércoles,False,35,147.26
TX-003265,2024-08-28 10:55:00,C-01260,Electrónica,"Monitor 4K 27""",249.0,2,0.0,498.0,Tienda física,Bizum,Sevilla,5.0,False,2024,8,Agosto,T3,Miércoles,False,35,249.0
TX-003266,2024-08-28 11:05:00,C-00089,Alimentación,Chocolate Artesanal,6.0,1,0.0,6.0,Online,PayPal,Sevilla,3.2,False,2024,8,Agosto,T3,Miércoles,False,35,6.0
TX-003267,2024-08-28 11:55:00,C-00933,Electrónica,Portátil UltraBook 15,1099.0,1,0.0,1099.0,Tienda física,Efectivo,Sevilla,4.0,False,2024,8,Agosto,T3,Miércoles,False,35,1099.0
TX-003268,2024-08-28 13:55:00,C-01344,Electrónica,"Monitor 4K 27""",249.0,3,0.18,612.54,Online,Efectivo,Barcelona,4.0,False,2024,8,Agosto,T3,Miércoles,False,35,204.18
TX-003269,2024-08-28 15:05:00,C-01344,Electrónica,Smartwatch Active,199.0,3,0.0,597.0,Tienda física,Efectivo,Sevilla,3.0,False,2024,8,Agosto,T3,Miércoles,False,35,199.0
TX-003270,2024-08-28 16:05:00,C-01344,Alimentación,Té Verde Premium,9.0,3,0.0,27.0,Online,Tarjeta,Barcelona,4.3,False,2024,8,Agosto,T3,Miércoles,False,35,9.0
TX-003271,2024-08-28 16:10:00,C-00642,Electrónica,Tablet Pro 11,449.0,1,0.0,449.0,Online,Efectivo,Bilbao,4.6,False,2024,8,Agosto,T3,Miércoles,False,35,449.0
TX-003272,2024-08-28 16:25:00,C-01328,Ropa,Sudadera Premium,49.0,1,0.0,49.0,Online,Tarjeta,Barcelona,3.0,False,2024,8,Agosto,T3,Miércoles,False,35,49.0
TX-003273,2024-08-28 18:30:00,C-00224,Electrónica,Tablet Pro 11,449.0,1,0.0,449.0,Online,Efectivo,Bilbao,3.8,False,2024,8,Agosto,T3,Miércoles,False,35,449.0
TX-003274,2024-08-28 21:05:00,C-00933,Electrónica,Smartwatch Active,199.0,1,0.0,199.0,Online,Tarjeta,Bilbao,4.5,False,2024,8,Agosto,T3,Miércoles,False,35,199.0
TX-003275,2024-08-29 09:15:00,C-01344,Electrónica,Tablet Pro 11,449.0,1,0.06,422.06,Online,Efectivo,Barcelona,4.4,False,2024,8,Agosto,T3,Jueves,False,35,422.06
TX-003276,2024-08-29 11:45:00,C-01446,Electrónica,Smartphone Galaxy X,699.0,3,0.0,2097.0,Online,Tarjeta,Madrid,3.5,True,2024,8,Agosto,T3,Jueves,False,35,699.0
TX-003277,2024-08-29 14:05:00,C-00933,Alimentación,Miel Orgánica,8.0,4,0.0,32.0,Online,Efectivo,Barcelona,4.6,False,2024,8,Agosto,T3,Jueves,False,35,8.0
TX-003278,2024-08-29 15:50:00,C-00270,Deportes,Esterilla Yoga Pro,29.0,1,0.0,29.0,Tienda física,Efectivo,Madrid,4.1,False,2024,8,Agosto,T3,Jueves,False,35,29.0
TX-003279,2024-08-29 17:20:00,C-00954,Electrónica,"Monitor 4K 27""",249.0,5,0.0,1245.0,Tienda física,Efectivo,Zaragoza,3.5,False,2024,8,Agosto,T3,Jueves,False,35,249.0
TX-003280,2024-08-29 18:05:00,C-01344,Electrónica,Smartphone Galaxy X,699.0,2,0.29,992.58,Online,Bizum,Valencia,4.2,False,2024,8,Agosto,T3,Jueves,False,35,496.29
TX-003281,2024-08-29 19:10:00,C-01344,Electrónica,Portátil UltraBook 15,1099.0,2,0.12,1934.24,Online,Tarjeta,Bilbao,4.5,True,2024,8,Agosto,T3,Jueves,False,35,967.12
TX-003282,2024-08-30 10:45:00,C-00840,Electrónica,Tablet Pro 11,449.0,1,0.0,449.0,Online,Tarjeta,Madrid,3.8,False,2024,8,Agosto,T3,Viernes,False,35,449.0
TX-003283,2024-08-30 12:20:00,C-00906,Alimentación,Café en Grano 1kg,14.0,3,0.2,33.6,Online,Tarjeta,Barcelona,3.9,False,2024,8,Agosto,T3,Viernes,False,35,11.2
TX-003284,2024-08-30 12:20:00,C-00362,Hogar,Robot Aspirador,299.0,2,0.0,598.0,Online,PayPal,Valencia,3.8,False,2024,8,Agosto,T3,Viernes,False,35,299.0
TX-003285,2024-08-30 12:30:00,C-00136,Deportes,Bicicleta Estática,349.0,5,0.0,1745.0,Online,Tarjeta,Valencia,3.6,True,2024,8,Agosto,T3,Viernes,False,35,349.0
TX-003286,2024-08-30 12:40:00,C-00561,Alimentación,Té Verde Premium,9.0,2,0.0,18.0,Tienda física,Tarjeta,Madrid,3.4,False,2024,8,Agosto,T3,Viernes,False,35,9.0
TX-003287,2024-08-30 13:35:00,C-00933,Ropa,Vaqueros Slim,59.0,2,0.0,118.0,Tienda física,Bizum,Valencia,4.2,False,2024,8,Agosto,T3,Viernes,False,35,59.0
TX-003288,2024-08-30 14:05:00,C-01477,Electrónica,Portátil UltraBook 15,1099.0,2,0.0,2198.0,Online,Efectivo,Madrid,3.8,True,2024,8,Agosto,T3,Viernes,False,35,1099.0
TX-003289,2024-08-30 14:10:00,C-01385,Alimentación,Chocolate Artesanal,6.0,2,0.11,10.68,Online,PayPal,Valencia,4.4,False,2024,8,Agosto,T3,Viernes,False,35,5.34
TX-003290,2024-08-30 15:15:00,C-00933,Hogar,Robot Aspirador,299.0,1,0.0,299.0,Online,Tarjeta,Barcelona,4.5,False,2024,8,Agosto,T3,Viernes,False,35,299.0
TX-003291,2024-08-30 16:40:00,C-00138,Deportes,Bicicleta Estática,349.0,1,0.28,251.28,Tienda física,Tarjeta,Sevilla,4.2,False,2024,8,Agosto,T3,Viernes,False,35,251.28
TX-003292,2024-08-30 18:10:00,C-00765,Hogar,Set Sartenes Antiadherentes,79.0,1,0.0,79.0,Online,PayPal,Sevilla,4.0,False,2024,8,Agosto,T3,Viernes,False,35,79.0
TX-003293,2024-08-31 09:20:00,C-01344,Hogar,Lámpara Inteligente,45.0,1,0.0,45.0,Tienda física,Tarjeta,Barcelona,4.8,False,2024,8,Agosto,T3,Sábado,True,35,45.0
TX-003294,2024-08-31 10:00:00,C-00933,Electrónica,Tablet Pro 11,449.0,1,0.0,449.0,Online,Efectivo,Valencia,4.2,False,2024,8,Agosto,T3,Sábado,True,35,449.0
TX-003295,2024-08-31 10:40:00,C-00806,Deportes,Mancuernas Ajustables,149.0,5,0.16,625.8,Tienda física,Tarjeta,Madrid,3.5,False,2024,8,Agosto,T3,Sábado,True,35,125.16
TX-003296,2024-08-31 11:05:00,C-00022,Electrónica,"Monitor 4K 27""",249.0,1,0.0,249.0,Online,Bizum,Valencia,4.5,False,2024,8,Agosto,T3,Sábado,True,35,249.0
TX-003297,2024-08-31 13:15:00,C-00376,Hogar,Purificador de Aire,159.0,4,0.2,508.8,Online,Bizum,Madrid,5.0,False,2024,8,Agosto,T3,Sábado,True,35,127.2
TX-003298,2024-08-31 13:25:00,C-00275,Deportes,Set Bandas Elásticas,19.0,3,0.0,57.0,Online,Tarjeta,Barcelona,4.0,False,2024,8,Agosto,T3,Sábado,True,35,19.0
TX-003299,2024-08-31 13:35:00,C-00196,Ropa,Vaqueros Slim,59.0,1,0.0,59.0,Online,Tarjeta,Barcelona,3.7,False,2024,8,Agosto,T3,Sábado,True,35,59.0
TX-003300,2024-08-31 13:55:00,C-01344,Ropa,Camisa Clásica,35.0,3,0.0,105.0,Online,Efectivo,Madrid,5.0,False,2024,8,Agosto,T3,Sábado,True,35,35.0
TX-003301,2024-08-31 14:30:00,C-00933,Electrónica,Smartphone Galaxy X,699.0,3,0.0,2097.0,Online,Efectivo,Madrid,3.7,True,2024,8,Agosto,T3,Sábado,True,35,699.0
TX-003302,2024-08-31 15:45:00,C-00541,Ropa,Chaqueta Impermeable,89.0,3,0.0,267.0,Tienda física,Tarjeta,Bilbao,3.4,False,2024,8,Agosto,T3,Sábado,True,35,89.0
