id_cliente,recencia_dias,frecuencia,valor_monetario,cluster,segmento
C-00854,47,12,4830.02,0,Leales
C-00855,579,5,2215.0,2,En riesgo
C-00857,3,36,11840.96,0,Leales
C-00858,177,6,1861.57,3,Potenciales
C-00859,194,3,826.0,3,Potenciales
C-00860,39,13,2826.0,0,Leales
C-00861,1,12,5077.44,0,Leales
C-00862,415,3,216.0,2,En riesgo
C-00864,105,2,414.0,0,Leales
C-00865,283,1,1912.26,3,Potenciales
C-00866,100,6,717.69,0,Leales
C-00867,8,6,1542.0,0,Leales
C-00868,95,6,2477.16,0,Leales
C-00869,5,7,1906.99,0,Leales
C-00870,17,41,16085.27,0,Leales
C-00871,88,1,598.0,0,Leales
C-00872,44,4,989.5,0,Leales
C-00873,55,14,3262.53,0,Leales
C-00874,119,7,5567.0,0,Leales
C-00875,38,2,615.0,0,Leales
C-00879,143,1,299.0,3,Potenciales
C-00880,511,1,135.0,2,En riesgo
C-00882,34,3,1826.0,0,Leales
C-00883,396,1,996.0,2,En riesgo
C-00884,38,7,1458.43,0,Leales
C-00886,21,12,3775.3,0,Leales
C-00887,82,1,1398.0,0,Leales
C-00888,714,1,398.0,2,En riesgo
C-00889,180,1,14.0,3,Potenciales
C-00891,146,2,267.24,3,Potenciales
C-00892,15,6,890.0,0,Leales
C-00893,242,2,107.0,3,Potenciales
C-00894,376,2,305.0,2,En riesgo
C-00895,33,2,190.0,0,Leales
C-00896,127,3,1047.0,0,Leales
C-00897,66,1,11.28,0,Leales
C-00900,30,8,1722.5,0,Leales
C-00902,18,6,4876.0,0,Leales
C-00904,487,1,2097.0,2,En riesgo
C-00905,264,2,218.0,3,Potenciales
C-00906,489,2,411.6,2,En riesgo
C-00908,676,1,398.0,2,En riesgo
C-00909,492,1,38.0,2,En riesgo
C-00910,225,2,238.0,3,Potenciales
C-00911,28,3,842.0,0,Leales
C-00912,30,2,1021.0,0,Leales
C-00913,5,13,2613.67,0,Leales
C-00914,6,3,427.0,0,Leales
C-00915,644,1,378.0,2,En riesgo
C-00917,12,2,471.04,0,Leales
C-00918,42,1,39.0,0,Leales
C-00919,317,2,1196.0,3,Potenciales
C-00920,59,18,3889.55,0,Leales
C-00921,270,2,91.0,3,Potenciales
C-00922,15,4,403.0,0,Leales
C-00923,83,1,90.0,0,Leales
C-00924,353,1,49.0,3,Potenciales
C-00925,82,2,46.0,0,Leales
C-00927,28,26,6425.16,0,Leales
C-00929,385,3,524.0,2,En riesgo
C-00932,61,3,3099.44,0,Leales
C-00933,1,1739,626751.96,1,Campeones
C-00934,234,7,650.0,3,Potenciales
C-00935,198,1,147.0,3,Potenciales
C-00936,450,2,238.0,2,En riesgo
C-00937,562,1,80.1,2,En riesgo
C-00938,62,4,1019.2,0,Leales
C-00939,469,1,59.0,2,En riesgo
C-00942,27,9,1887.83,0,Leales
C-00943,119,2,265.0,0,Leales
C-00944,384,1,159.0,2,En riesgo
C-00945,34,12,1791.62,0,Leales
C-00947,55,10,2458.19,0,Leales
C-00948,613,2,295.0,2,En riesgo
C-00949,19,9,6162.08,0,Leales
C-00950,15,20,4692.4,0,Leales
C-00952,314,3,1087.0,3,Potenciales
C-00953,83,2,863.38,0,Leales
C-00954,101,3,1503.0,0,Leales
C-00955,292,4,1154.0,3,Potenciales
C-00956,287,2,748.0,3,Potenciales
C-00957,442,4,552.99,2,En riesgo
C-00958,104,4,458.27,0,Leales
C-00959,120,2,208.0,0,Leales
C-00960,17,1,14.0,0,Leales
C-00961,109,2,1367.3,0,Leales
C-00962,36,8,4132.94,0,Leales
C-00963,25,2,148.3,0,Leales
C-00964,111,2,54.0,0,Leales
C-00966,6,3,189.16,0,Leales
C-00968,3,4,1559.26,0,Leales
C-00970,29,1,89.0,0,Leales
C-00971,478,2,274.0,2,En riesgo
C-00972,54,3,3831.0,0,Leales
C-00973,50,17,4946.73,0,Leales
C-00974,366,1,90.0,2,En riesgo
C-00975,45,9,3709.2,0,Leales
C-00976,49,6,1691.39,0,Leales
C-00978,399,1,178.0,2,En riesgo
C-00979,334,4,5030.67,3,Potenciales
C-00980,22,6,2574.0,0,Leales
C-00982,1,10,3382.72,0,Leales
C-00983,260,2,2295.0,3,Potenciales
C-00985,70,11,3715.29,0,Leales
C-00988,720,1,29.0,2,En riesgo
C-00989,61,5,574.28,0,Leales
C-00993,242,1,99.0,3,Potenciales
C-00994,92,7,950.92,0,Leales
C-00995,133,3,480.0,0,Leales
C-00996,89,3,1134.0,0,Leales
C-00997,106,2,347.73,0,Leales
C-00999,3,6,3730.68,0,Leales
C-01000,188,2,338.0,3,Potenciales
C-01001,73,3,834.0,0,Leales
C-01002,15,12,3895.91,0,Leales
C-01003,5,14,7316.06,0,Leales
C-01006,10,2,201.09,0,Leales
C-01007,309,2,414.0,3,Potenciales
C-01009,390,1,83.66,2,En riesgo
C-01010,448,1,1398.0,2,En riesgo
C-01011,141,3,1109.0,3,Potenciales
C-01012,131,4,2955.52,0,Leales
C-01014,430,2,126.0,2,En riesgo
C-01015,68,3,1203.95,0,Leales
C-01016,2,7,6135.03,0,Leales
C-01017,236,2,763.79,3,Potenciales
C-01018,90,2,1158.25,0,Leales
C-01020,376,1,236.0,2,En riesgo
C-01021,227,5,1661.64,3,Potenciales
C-01022,406,2,465.0,2,En riesgo
C-01023,229,9,5286.56,3,Potenciales
C-01024,13,19,4186.04,0,Leales
C-01025,44,2,212.31,0,Leales
C-01026,30,3,5648.0,0,Leales
C-01027,4,21,4338.27,0,Leales
C-01028,498,1,49.0,2,En riesgo
C-01029,16,6,1127.16,0,Leales
C-01030,270,4,274.0,3,Potenciales
C-01033,217,2,404.0,3,Potenciales
C-01034,178,1,237.0,3,Potenciales
C-01035,148,6,1032.97,3,Potenciales
C-01037,238,3,1280.0,3,Potenciales
C-01038,548,1,135.0,2,En riesgo
C-01039,566,1,159.0,2,En riesgo
C-01040,128,1,449.0,0,Leales
C-01041,18,18,5404.16,0,Leales
C-01042,578,1,99.0,2,En riesgo
C-01043,2,12,2009.39,0,Leales
C-01044,5,7,2954.0,0,Leales
C-01045,14,27,16678.26,0,Leales
C-01046,4,27,10271.23,0,Leales
C-01047,18,7,2353.48,0,Leales
C-01049,574,1,189.0,2,En riesgo
C-01050,47,8,1554.0,0,Leales
C-01051,3,1,699.0,0,Leales
C-01053,134,2,108.0,3,Potenciales
C-01055,72,4,356.98,0,Leales
C-01056,6,14,7716.99,0,Leales
C-01057,50,4,1475.0,0,Leales
C-01060,2,26,12864.56,0,Leales
C-01061,203,3,91.0,3,Potenciales
C-01063,20,4,3007.0,0,Leales
C-01064,215,1,2097.0,3,Potenciales
C-01065,205,6,974.74,3,Potenciales
C-01067,45,2,274.0,0,Leales
C-01068,237,6,2024.26,3,Potenciales
C-01069,38,13,8272.78,0,Leales
C-01070,502,1,105.0,2,En riesgo
C-01071,402,1,35.0,2,En riesgo
C-01073,603,1,99.0,2,En riesgo
C-01074,87,1,32.76,0,Leales
C-01077,142,3,1618.0,3,Potenciales
C-01078,98,2,107.88,0,Leales
C-01079,52,3,3661.0,0,Leales
C-01080,9,9,2157.0,0,Leales
C-01081,39,16,4122.01,0,Leales
C-01082,164,6,1553.52,3,Potenciales
C-01083,726,1,756.0,2,En riesgo
C-01084,535,2,45.0,2,En riesgo
C-01085,18,3,306.0,0,Leales
C-01086,552,2,224.0,2,En riesgo
C-01087,230,3,2453.32,3,Potenciales
C-01088,5,11,5209.04,0,Leales
C-01089,213,13,5300.0,3,Potenciales
C-01091,377,1,28.0,2,En riesgo
C-01092,2,80,27816.71,0,Leales
C-01093,628,1,378.0,2,En riesgo
C-01094,21,5,3236.0,0,Leales
C-01095,40,1,2097.0,0,Leales
C-01096,103,6,1909.28,0,Leales
C-01097,397,4,290.36,2,En riesgo
C-01098,220,6,896.66,3,Potenciales
C-01099,223,1,699.0,3,Potenciales
C-01101,57,3,508.0,0,Leales
C-01102,168,3,602.0,3,Potenciales
C-01103,7,6,1452.0,0,Leales
C-01105,259,2,590.46,3,Potenciales
C-01106,6,3,4494.0,0,Leales
C-01107,634,1,56.0,2,En riesgo
C-01108,47,1,42.92,0,Leales
C-01109,32,15,5030.91,0,Leales
C-01111,198,1,143.64,3,Potenciales
C-01112,56,3,688.0,0,Leales
C-01114,28,5,1241.91,0,Leales
C-01116,209,2,567.0,3,Potenciales
C-01117,535,1,14.0,2,En riesgo
C-01118,35,14,3913.99,0,Leales
C-01119,81,2,308.0,0,Leales
C-01120,14,62,33524.9,0,Leales
C-01122,12,8,5146.0,0,Leales
C-01123,265,1,180.0,3,Potenciales
C-01124,79,9,5122.2,0,Leales
C-01125,192,1,1099.0,3,Potenciales
C-01126,111,3,4456.0,0,Leales
C-01127,34,1,70.0,0,Leales
C-01128,207,3,1224.0,3,Potenciales
C-01129,57,4,490.0,0,Leales
C-01131,256,3,1336.0,3,Potenciales
C-01133,465,3,909.0,2,En riesgo
C-01134,162,1,1398.0,3,Potenciales
C-01135,125,2,685.0,0,Leales
C-01136,526,1,1396.0,2,En riesgo
C-01137,404,1,449.0,2,En riesgo
C-01138,110,1,84.0,0,Leales
C-01139,634,1,42.0,2,En riesgo
C-01140,20,2,646.0,0,Leales
C-01141,401,3,702.0,2,En riesgo
C-01142,188,2,384.0,3,Potenciales
C-01143,130,2,835.0,0,Leales
C-01144,432,1,6.0,2,En riesgo
C-01145,36,2,798.0,0,Leales
C-01146,60,1,86.13,0,Leales
C-01148,301,1,299.0,3,Potenciales
C-01149,96,1,12.0,0,Leales
C-01150,98,5,2031.26,0,Leales
C-01151,109,4,259.05,0,Leales
C-01152,12,3,2874.0,0,Leales
C-01153,406,1,162.75,2,En riesgo
C-01154,369,1,588.3,2,En riesgo
C-01155,633,1,898.0,2,En riesgo
C-01156,192,1,29.0,3,Potenciales
C-01157,396,2,2207.0,2,En riesgo
C-01158,466,1,155.22,2,En riesgo
C-01159,169,1,70.0,3,Potenciales
C-01160,448,1,78.0,2,En riesgo
C-01161,479,1,1745.0,2,En riesgo
C-01162,12,6,4340.16,0,Leales
C-01163,257,7,1257.0,3,Potenciales
C-01164,9,4,134.0,0,Leales
C-01167,22,3,1265.0,0,Leales
C-01168,93,5,3385.32,0,Leales
C-01169,395,3,582.0,2,En riesgo
C-01170,10,4,1630.32,0,Leales
C-01172,16,10,2341.04,0,Leales
C-01173,301,2,454.34,3,Potenciales
C-01174,88,3,875.0,0,Leales
C-01176,19,3,182.26,0,Leales
C-01178,2,1,135.0,0,Leales
C-01179,330,1,9.0,3,Potenciales
C-01180,1,15,6891.67,0,Leales
C-01182,42,2,1666.0,0,Leales
C-01183,125,2,77.08,0,Leales
C-01184,9,10,6562.0,0,Leales
C-01185,609,1,996.0,2,En riesgo
C-01186,34,5,2255.0,0,Leales
C-01187,554,1,35.0,2,En riesgo
C-01188,142,3,2302.0,3,Potenciales
C-01190,168,1,225.0,3,Potenciales
C-01192,66,16,6539.71,0,Leales
C-01193,447,2,327.0,2,En riesgo
C-01194,194,4,1317.05,3,Potenciales
C-01195,19,5,1298.12,0,Leales
C-01196,146,3,810.92,3,Potenciales
C-01197,24,9,6788.74,0,Leales
C-01198,47,3,439.76,0,Leales
C-01199,25,4,664.0,0,Leales
C-01200,75,9,2867.38,0,Leales
C-01202,119,2,291.5,0,Leales
C-01203,63,2,3161.2,0,Leales
C-01204,70,8,3556.0,0,Leales
C-01205,23,12,3420.24,0,Leales
C-01206,252,6,2688.1,3,Potenciales
C-01207,406,1,332.64,2,En riesgo
C-01210,17,6,2232.28,0,Leales
C-01211,147,2,208.0,3,Potenciales
C-01212,129,1,12.0,0,Leales
C-01215,253,2,195.42,3,Potenciales
C-01216,351,3,2253.16,3,Potenciales
C-01217,82,9,1514.55,0,Leales
C-01218,480,2,197.0,2,En riesgo
C-01219,422,1,42.0,2,En riesgo
C-01220,5,9,1093.48,0,Leales
C-01221,543,1,79.0,2,En riesgo
C-01222,2,17,5677.42,0,Leales
C-01223,3,7,741.42,0,Leales
C-01224,3,2,1396.0,0,Leales
C-01225,13,1,9.0,0,Leales
C-01226,13,6,624.0,0,Leales
C-01227,193,5,1387.55,3,Potenciales
C-01228,101,2,636.0,0,Leales
C-01229,400,2,5813.0,2,En riesgo
C-01231,239,5,1807.61,3,Potenciales
C-01232,13,3,265.0,0,Leales
C-01233,5,56,23650.02,0,Leales
C-01234,22,1,18.0,0,Leales
C-01235,106,8,2270.0,0,Leales
C-01237,149,6,574.55,3,Potenciales
C-01238,570,2,57.0,2,En riesgo
C-01239,446,1,45.0,2,En riesgo
C-01240,450,1,196.0,2,En riesgo
C-01241,109,5,758.0,0,Leales
C-01242,17,10,2630.7,0,Leales
C-01243,104,3,312.0,0,Leales
C-01244,35,4,707.0,0,Leales
C-01245,26,5,1888.0,0,Leales
C-01246,194,1,189.0,3,Potenciales
C-01247,134,3,559.49,3,Potenciales
C-01248,108,5,1753.58,0,Leales
C-01249,614,1,158.0,2,En riesgo
C-01250,92,1,249.0,0,Leales
C-01251,6,18,5888.56,0,Leales
C-01252,139,1,1099.0,3,Potenciales
C-01253,586,1,387.0,2,En riesgo
C-01254,59,5,3231.0,0,Leales
C-01255,124,2,41.0,0,Leales
C-01256,350,3,1315.0,3,Potenciales
C-01257,26,40,9988.94,0,Leales
C-01258,567,2,942.0,2,En riesgo
C-01259,57,1,297.0,0,Leales
C-01260,1,272,101129.83,0,Leales
C-01261,133,12,4269.0,0,Leales
C-01262,84,2,297.0,0,Leales
C-01263,152,4,1397.03,3,Potenciales
C-01265,315,2,390.0,3,Potenciales
C-01266,418,2,102.49,2,En riesgo
C-01267,520,1,2796.0,2,En riesgo
C-01268,144,1,699.0,3,Potenciales
C-01270,41,5,4377.0,0,Leales
C-01272,32,7,1447.41,0,Leales
C-01273,370,1,164.43,2,En riesgo
C-01275,124,2,162.02,0,Leales
C-01278,103,2,138.0,0,Leales
C-01279,95,3,286.29,0,Leales
C-01280,277,2,189.0,3,Potenciales
C-01281,41,2,785.0,0,Leales
C-01282,75,2,788.0,0,Leales
C-01283,279,4,1885.0,3,Potenciales
C-01284,540,2,42.68,2,En riesgo
C-01285,229,3,195.0,3,Potenciales
C-01286,226,2,208.0,3,Potenciales
C-01287,25,12,4204.56,0,Leales
C-01288,18,13,5021.59,0,Leales
C-01289,7,3,408.64,0,Leales
C-01290,213,3,586.0,3,Potenciales
C-01294,117,6,857.0,0,Leales
C-01295,107,2,20.0,0,Leales
C-01296,171,6,5084.61,3,Potenciales
C-01297,38,3,718.2,0,Leales
C-01298,30,8,6106.96,0,Leales
C-01299,96,1,135.0,0,Leales
C-01300,29,2,520.0,0,Leales
C-01302,66,3,367.56,0,Leales
C-01303,59,3,259.71,0,Leales
C-01304,80,4,2532.62,0,Leales
C-01305,50,1,79.0,0,Leales
C-01306,1,5,425.32,0,Leales
C-01307,5,4,305.0,0,Leales
C-01309,117,1,299.0,0,Leales
C-01310,290,4,1315.0,3,Potenciales
C-01311,5,219,76242.58,0,Leales
C-01312,12,16,11081.47,0,Leales
C-01314,11,6,1042.0,0,Leales
C-01315,41,2,184.3,0,Leales
C-01316,121,2,1007.1,0,Leales
C-01318,402,1,349.0,2,En riesgo
C-01319,32,9,4725.54,0,Leales
C-01320,241,1,135.0,3,Potenciales
C-01321,520,2,3366.3,2,En riesgo
C-01323,39,2,392.14,0,Leales
C-01324,5,1,24.0,0,Leales
C-01326,83,4,6058.1,0,Leales
C-01327,438,1,35.88,2,En riesgo
C-01328,39,13,2770.61,0,Leales
C-01330,296,2,278.0,3,Potenciales
C-01331,6,4,730.0,0,Leales
C-01332,82,3,449.64,0,Leales
C-01334,542,3,316.26,2,En riesgo
C-01337,621,2,200.0,2,En riesgo
C-01338,162,2,98.0,3,Potenciales
C-01339,19,4,1003.09,0,Leales
C-01340,368,1,70.0,2,En riesgo
C-01341,103,4,707.11,0,Leales
C-01342,392,1,70.0,2,En riesgo
C-01343,306,6,3322.26,3,Potenciales
C-01344,1,2471,927634.6,1,Campeones
C-01345,45,5,480.04,0,Leales
C-01346,5,2,211.0,0,Leales
C-01347,173,6,2328.5,3,Potenciales
C-01348,274,4,421.61,3,Potenciales
C-01349,2,4,2065.5,0,Leales
C-01350,406,3,1579.64,2,En riesgo
C-01351,81,5,581.74,0,Leales
C-01352,52,5,2080.06,0,Leales
C-01353,57,6,1054.74,0,Leales
C-01354,78,4,2635.71,0,Leales
C-01355,452,2,325.0,2,En riesgo
C-01356,11,9,4225.3,0,Leales
C-01357,86,2,59.0,0,Leales
C-01358,172,4,544.72,3,Potenciales
C-01360,90,7,1144.13,0,Leales
C-01361,244,1,56.0,3,Potenciales
C-01362,385,5,1190.01,2,En riesgo
C-01365,274,2,255.0,3,Potenciales
C-01366,23,15,7108.37,0,Leales
C-01367,12,3,453.0,0,Leales
C-01369,36,5,496.0,0,Leales
C-01370,122,5,811.88,0,Leales
C-01371,399,2,1005.0,2,En riesgo
C-01372,2,4,2442.0,0,Leales
C-01373,1,6,1833.0,0,Leales
C-01374,444,1,299.0,2,En riesgo
C-01375,29,17,5559.21,0,Leales
C-01376,12,7,1811.0,0,Leales
C-01377,22,3,939.12,0,Leales
C-01378,28,11,2811.08,0,Leales
C-01379,376,1,89.0,2,En riesgo
C-01381,598,1,27.69,2,En riesgo
C-01382,723,1,206.67,2,En riesgo
C-01383,333,4,2944.0,3,Potenciales
C-01385,8,13,3614.06,0,Leales
C-01386,238,3,2916.0,3,Potenciales
C-01388,168,1,942.9,3,Potenciales
C-01389,111,6,2751.69,0,Leales
C-01390,190,2,208.04,3,Potenciales
C-01391,109,2,457.0,0,Leales
C-01392,398,2,548.0,2,En riesgo
C-01393,11,8,1654.0,0,Leales
C-01394,476,1,2538.69,2,En riesgo
C-01395,671,1,420.18,2,En riesgo
C-01396,200,2,1522.0,3,Potenciales
C-01397,40,24,7877.25,0,Leales
C-01400,399,3,1079.37,2,En riesgo
C-01401,287,1,66.36,3,Potenciales
C-01404,410,1,795.0,2,En riesgo
C-01405,271,3,1886.0,3,Potenciales
C-01406,83,11,5222.63,0,Leales
C-01407,544,1,98.0,2,En riesgo
C-01408,264,1,100.0,3,Potenciales
C-01410,23,3,354.65,0,Leales
C-01411,367,3,1789.23,2,En riesgo
C-01414,32,4,1184.66,0,Leales
C-01415,266,2,146.0,3,Potenciales
C-01416,6,15,4473.06,0,Leales
C-01417,234,1,28.0,3,Potenciales
C-01419,111,1,90.0,0,Leales
C-01420,69,3,1072.0,0,Leales
C-01421,144,5,1168.0,3,Potenciales
C-01422,111,2,270.0,0,Leales
C-01423,20,1,116.0,0,Leales
C-01425,34,5,1896.0,0,Leales
C-01427,401,1,1000.09,2,En riesgo
C-01428,164,3,602.0,3,Potenciales
C-01431,22,28,9414.77,0,Leales
C-01432,203,6,1681.8,3,Potenciales
C-01433,7,7,1617.77,0,Leales
C-01434,2,5,9243.0,0,Leales
C-01435,209,2,207.0,3,Potenciales
C-01436,20,3,544.0,0,Leales
C-01439,12,9,1880.27,0,Leales
C-01440,144,5,841.0,3,Potenciales
C-01441,388,2,886.0,2,En riesgo
C-01442,31,2,353.49,0,Leales
C-01443,142,6,1832.82,3,Potenciales
C-01444,397,2,1165.0,2,En riesgo
C-01445,27,9,6636.0,0,Leales
C-01446,490,1,2097.0,2,En riesgo
C-01447,4,9,3935.0,0,Leales
C-01448,78,4,284.68,0,Leales
C-01449,25,3,1583.0,0,Leales
C-01450,182,3,885.1,3,Potenciales
C-01451,115,2,397.0,0,Leales
C-01453,645,1,98.0,2,En riesgo
C-01454,608,1,38.0,2,En riesgo
C-01455,162,1,67.64,3,Potenciales
C-01456,111,4,952.46,0,Leales
C-01457,510,2,403.0,2,En riesgo
C-01459,378,1,598.0,2,En riesgo
C-01460,166,1,59.0,3,Potenciales
C-01462,16,2,743.0,0,Leales
C-01464,228,1,6.0,3,Potenciales
C-01465,3,2,249.0,0,Leales
C-01468,19,4,372.18,0,Leales
C-01469,110,2,458.0,0,Leales
C-01470,8,14,2405.12,0,Leales
C-01471,71,8,1249.0,0,Leales
C-01472,62,3,2443.93,0,Leales
C-01473,372,1,159.0,2,En riesgo
C-01474,161,4,609.14,3,Potenciales
C-01475,26,2,2194.0,0,Leales
C-01476,45,11,7277.32,0,Leales
C-01477,126,5,4071.0,0,Leales
C-01478,219,1,8.0,3,Potenciales
C-01479,29,3,370.9,0,Leales
C-01480,586,1,12.64,2,En riesgo
C-01481,31,16,5289.79,0,Leales
C-01482,136,4,3516.11,3,Potenciales
C-01483,67,4,1412.42,0,Leales
C-01485,41,3,714.0,0,Leales
C-01486,234,3,467.0,3,Potenciales
C-01487,184,4,1000.73,3,Potenciales
C-01488,220,2,88.0,3,Potenciales
C-01489,349,1,39.0,3,Potenciales
C-01490,10,19,5730.24,0,Leales
C-01491,119,3,530.0,0,Leales
C-01492,26,4,5967.39,0,Leales
C-01493,635,1,58.0,2,En riesgo
C-01496,7,5,182.6,0,Leales
C-01497,373,3,858.0,2,En riesgo
C-01498,5,45,13817.77,0,Leales
C-01499,73,10,1869.82,0,Leales
C-01500,58,3,635.0,0,Leales
